candidate,sentiment,sentiment_confidence,subject_matter,retweet_count,text
Marco Rubio,Negative,1,Immigration,6,RT @TH3R34LTRUTH: #Rubio said he was worried about all the people who can't get in. How about worrying about those born here 4a change #GOP…
No candidate mentioned,Negative,0.6304,FOX News or Moderators,7,RT @toddstarnes: Hey conservatives - you have a friend at the Fox News Corner of the World. #GOPDebate
No candidate mentioned,Negative,0.6729,Immigration,0,#GOPDebate’s Biggest Winners–And Losers http://t.co/dW6irephdM Latins Think All GOP Lost Because #ImmigrationReform #TNTVote #AINF #Latis…
Donald Trump,Negative,1,None of the above,0,#GOPDebate Am I the only one who noticed that Donald Trump admitted to bribing public officials?
No candidate mentioned,Negative,0.6566,None of the above,0,"Remind me again, is it the winners that complain about the officiating #GOPDebate"
No candidate mentioned,Negative,0.6705,None of the above,390,"RT @MarkDiStef: As an Australian watching the #GOPDebate, this is simply most awesome and batshit insane political event I've ever seen."
Donald Trump,Negative,0.6222,None of the above,0,"I don't know who runs @realDonaldTrump's Twitter feed, but Gawd...Grow up Donald! Put on your big boy pants and stop whining! #GOPDebate"
Donald Trump,Positive,0.6889,FOX News or Moderators,0,@FoxNews failed @megynkelly appeared follish and @realDonaldTrump ROCKED the HOUSE!#GOPDebate  https://t.co/BUoYE6dNLl
Mike Huckabee,Negative,1,Abortion,78,"RT @RubinReport: Hey Huckabee, you're not allowed to talk about science related to abortion when you don't believe in climate change. #GOPD…"
No candidate mentioned,Negative,0.6667,Immigration,3,RT @MzDivah67: #GOPDebate in a nutshell via Vote True Blue 2016 http://t.co/5rfh5zbnPm
No candidate mentioned,Negative,1,Immigration,25,RT @frogi26: The are no illegal humans in the world how is that they are keep calling Latinos illegals #latinosunidos @EspuelasVox @FoxNews…
No candidate mentioned,Negative,0.6667,FOX News or Moderators,0,"On social media conservatives expressed outrage at @megynkelly and @FoxNews for #GOPDebate ""friendly fire"" questions
http://t.co/Vpa9RIycA0"
No candidate mentioned,Negative,1,None of the above,0,"They were treating lives as pawns.

Polices should stand or fall on their merit, not on their conservativeness. #GOPdebate  

It's telling."
No candidate mentioned,Negative,1,Gun Control,10,RT @shannonrwatts: #NRA leaders lobbied to prevent military commanders from asking questions about service members’ privately owned guns #G…
Donald Trump,Negative,1,None of the above,0,Trump WOULD NOT take a Pledge NOT to run 3rd Party- DISQUALIFIED- GET OUT #Tcot #ccot #RedNationRising #GOPDebate
No candidate mentioned,Negative,0.6968,None of the above,0,The format for the next #GOPDebate has to change. Make it 3hrs. 8:00 to 11:00 with all candidates on stage. We deserve this! #outnumbered
Jeb Bush,Positive,0.3618,None of the above,22,"RT @LessGovMoreFun: . ""The American People Want A President Who Will Tell The Truth"" --Sen. Ted Cruz
#GOPdebate
#PJNET
#CCOT http://t.co/wv…"
No candidate mentioned,Positive,0.3441,None of the above,1,"After #GOPDebate #FeelTheBern can step over fallen #Hillary2016
#Justice #FBI #FEC to dissect too of 22nd Amendment: http://t.co/4ljEUG3gyE?"
No candidate mentioned,Negative,0.6484,None of the above,1,"#GOPDebate takeaway – Presence Matters. I see presence as a blend of believability,  articulation of #integrity w/ edge &amp; track record."
Mike Huckabee,Positive,0.6608,Abortion,6,RT @GrannyT6: #ImWithHuck #GOPDebate #DNA defines a person. 5th &amp; 14th Amendments guarantee a person the #RightToLife #DontBackDown http://…
Scott Walker,Negative,0.6755,None of the above,0,"#GOPDebate Dead-eyed Walker,Granny Bush,Oozy Cruz,I'm-a-Big-Boy Rubio,Curly Paul, Smarmy Uncle Huck (+VP wannabees: Kasich,Carson &amp;Christie)"
No candidate mentioned,Negative,1,None of the above,11,RT @coldpizzaparty: Makes me so sad to see working people against basic public goods like education and the environment  #debatewithbernie …
Chris Christie,Negative,1,Foreign Policy,2,RT @ObeyDlaw: @GroverNorquist @ChrisChristie No. He got his nose rubbed in dog shit for standing on the back of terror victims. #GOPdebate …
No candidate mentioned,Negative,1,FOX News or Moderators,28,RT @Sanddragger: .@FoxNews is having a hard time covering for .@megynkelly She put her colleagues in a bad spot. #GOPDebate
No candidate mentioned,Negative,0.6633,FOX News or Moderators,92,RT @JoeMyGod: First two ads during the debate: denture adhesive and memory pills. #CoreFoxAudience #GOPDebate
Jeb Bush,Negative,0.6744,Foreign Policy,5,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J"""
Donald Trump,Negative,1,None of the above,0,@ThePatriot143 @realDonaldTrump @FoxNews Trump didn't need a lot of rope to completely hang himself. He's an embarrassment. #GOPDebate
Jeb Bush,Negative,0.6667,Foreign Policy,2,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/T7MGjn2vEr"""
No candidate mentioned,Negative,0.6488,,59,RT @NARALColorado: There are 10 men fighting about who can wreak the most havoc on women’s health. #GOPDebate #WorstContestEver #StandWithPP
No candidate mentioned,Negative,1,Abortion,0,"@bmangh Then the mutants at the 
Democrat abortion fest will thrill you. #GOPDebate"
No candidate mentioned,Negative,0.6854,None of the above,59,"RT @OhNoSheTwitnt: Probably the funniest thing about this whole circus is that we're all calling this ""the real debate."" #GOPDebate"
Donald Trump,Negative,0.6323,None of the above,0,"""Dump The Duncald"" #Dunce #Donald #GOPDebate #Decision2016"
No candidate mentioned,Negative,0.6556,None of the above,1,RT @TH3R34LTRUTH: Y'all seen the @GOP tweet Vote 4 who u think won the debate but only if you donate 25 bucks. U wonder y we hate you #GOPD…
Donald Trump,Negative,0.6374,None of the above,1,"RT @TrumpIssues: Congress &amp; morons like @NancyPelosi can pass a bill WITHOUT reading it, but Trump better not call someone a slob. #GOPDeba…"
Marco Rubio,Positive,0.3441,None of the above,60,RT @comcatholicgrl: @marcorubio slaying #GOPDebate http://t.co/sLFVbkScmS
Marco Rubio,Negative,0.6977,Abortion,0,#rubio mis-statement on abortion record will do him some harm among conservatives #GOPDebate
No candidate mentioned,Negative,1,FOX News or Moderators,10,RT @imuszero: Disappointed in @FoxNews coverage of #GOPDebate they acted like giddy amateurs at a sporting event using liberal media questi…
Donald Trump,Negative,0.6813,None of the above,1,RT @TheRealEubanks: Next #GOPDebate #Trump needs to let me do something with that hair!!!!! #fashion
No candidate mentioned,Negative,1,None of the above,0,What...a bunch of jackwagons #GOPDebate #comedyoferrors  https://t.co/anUKB30eIi
No candidate mentioned,Negative,0.6458,None of the above,21,RT @Oni_and_LaMae: For my fellow #tytlive folks without cable...but still watching @TheYoungTurks live coverage of the #GOPDebate! http://t…
Donald Trump,Positive,1,None of the above,0,@realDonaldTrump is a treat for us all to enjoy. #GOPDebate
No candidate mentioned,Negative,1,Jobs and Economy,0,@DWStweets references NH forum &amp; how only 1 of 14 mentioned income inequality #gopdebate #CityClub
No candidate mentioned,Negative,0.3226,,141,"RT @Bipartisanism: When watching the #GOPDebate remember that ""Jose didn't take your job, Goldman Sachs did. http://t.co/ChHZB49T0W"
No candidate mentioned,Negative,1,LGBT issues,1,#GOPDebate so the debate for POTUS comes down to who is the best insulter of + sized irrelevant lesbians? &amp; youre doing what 4 the people?
No candidate mentioned,Negative,1,None of the above,11,"Oh, one more thing. Did anyone hear anything about affordable child care for working families last night in the #GOPDebate ? I didn't."
Ben Carson,Positive,0.6737,None of the above,0,"@PamelaGeller @AnnCoulter Kim/Kanye are great examples of Hillary's ""useful idiots"" that @RealBenCarson was referring to in #GOPDebate ."
No candidate mentioned,Negative,0.6796,FOX News or Moderators,0,@megynkelly megyn must want to be invited to more celeb parties in New York. #GOPDebate #tcot
No candidate mentioned,Negative,0.3476,Abortion,26,RT @NARAL: .@BobbyJindal brags about how anti-choice his state is; @amprog report in 2013 said Louisiana was WORST state for women. #OwnIt …
Marco Rubio,Negative,1,Immigration,9,Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://t.co/R406NpVEx5
Donald Trump,Negative,1,None of the above,1,RT @roelgk: Ignorant. Obnoxious. Repulsive. And Intolerable. Donald Trump is a pure JOKE! Americans cannot let this CLOWN become president!…
No candidate mentioned,Negative,0.3617,None of the above,39,"RT @GretchenCarlson: ""Take a bottle of white out with me to Pres Obamas policies"" @GovernorPerry #GOPDebate @FoxNews @foxnewspolitics"
Scott Walker,Negative,1,Abortion,0,"#GOPDebate Such flailing&amp;whining about ""political correctness"" as a way to avoid answering any substantive Q on war/immigration/misogyny..."
Rand Paul,Negative,0.6759,None of the above,0,I bet Todd Palin consults Rand Paul on where to get his goatee trimmed when he visits KY #GOPDebate
No candidate mentioned,Negative,0.7079,None of the above,120,RT @ciscabecker: Hillary &amp; Obama watching the first #GOPDebate. http://t.co/NdnRdWrQyF
Ted Cruz,Negative,1,None of the above,316,"RT @pattonoswalt: Oh, Ted Cruz. You have the same pudding chin and beta-male energy that I do. Go into comedy. I can get you on at The Virg…"
Chris Christie,Negative,0.6395,None of the above,5,RT @HEAprez: And then there's those troubling things called facts that @ChrisChristie forgot in #GOPDebate. #TellingItLikeItIs http://t.co/…
Chris Christie,Negative,1,None of the above,2,"RT @FreedomJames7: Any Conservative Who Thinks Chris Christie Won Last Night, You Need To Leave Our Party Immediately.
#GOPDebate"
No candidate mentioned,Negative,0.6629,None of the above,0,Can we stop making sweeping statements about other candidates policies. There are no absolutes #GOPDebate
No candidate mentioned,Negative,1,None of the above,1,Calling 911woth @lilymaxcooke  to try and save baby raccoons in a sewer only to find out its their natural habitat #dumbfucks #GOPDebate
No candidate mentioned,Positive,0.6833,None of the above,2,"RT @AllenWestRepub ""Twitter declares @CarlyFiorina the #GOPDebate winner  "" http://t.co/lX0RkaHzMQ"
Ben Carson,Negative,0.6506,None of the above,0,America in 2015 Doesn't Deserve Ben Carson http://t.co/pe4NrDzXoG via @ijreview @gop #gopdebate @realbencarson
No candidate mentioned,Negative,1,None of the above,420,RT @OITNB_Beyond: Democrats watching the #GOPDebate tonight!!! This is a comedy hour!!! http://t.co/kKrpmE1XCE
No candidate mentioned,Positive,1,None of the above,1,RT @_rightchick: I just love @CarlyFiorina!! She owned last night 🙌🏼🇺🇸🐘 #GOPDebate #ycot http://t.co/6khqpdqpn9
No candidate mentioned,Negative,0.6514,Immigration,409,RT @lexi4prez: Drinking game: take a shot every time a republican shames immigration or planned parenthood #GOPDebate
No candidate mentioned,Negative,1,Women's Issues (not abortion though),0,"""I'm a new kind of Republican moving the party forward! But women shouldn't have control over their own bodies!"" ~ Republicans #GOPDebate"
Marco Rubio,Positive,1,None of the above,0,@DerrickBMartin: Stand-outs #GOPDebate   1.@marcorubio 2.@CarlyFiorina 3.@tedcruz 4.@RealBenCarson 5.@RickSantorum
No candidate mentioned,Negative,0.6667,FOX News or Moderators,1,RT @snowlady09: @megynkelly #GOPDebate You should have been objective your bias got in the way I can only wonder who's agenda you were carr…
No candidate mentioned,Negative,0.6879,Religion,880,"RT @BettyBowers: Asking about God violates  Article VI, paragraph 3 of the Constitution: ""There will be no religious test for office."" #GOP…"
Ted Cruz,Positive,0.3516,None of the above,0,@rushlimbaugh You are so #SpotOn Rush about t order coming down Fox to take out #Trump. #GOPDebate I knew it was true on 1st ? #Cruz2016
Jeb Bush,Negative,0.645,,15,"RT @DoriaBiddle: Jeb Bush: ""Knowing what we know now...""  We knew it then, idiot!  #Iraq #GOPDebate"
No candidate mentioned,Positive,0.6881,None of the above,1,RT @_NateDrake: Really excited about this campaign season. Googling the date now for the #GOPDebate because I want to stay informed and on …
Donald Trump,Negative,0.6523,FOX News or Moderators,18,RT @FreedomTexasMom: . @megynkelly nice attempt at provoking @realDonaldTrump to attack you instead of focusing on the issues. #epicFAIL #G…
No candidate mentioned,Negative,0.6757,None of the above,1,Friendly reminder that a focus group is not a poll #GOPDebate  https://t.co/MheK8YWGLH
No candidate mentioned,Negative,1,FOX News or Moderators,116,"RT @KLSouth: .@megynkelly's allegiance is to Murdock &amp; Ailes, not the American people. Understand this, you'll understand her. #kellyfile #…"
No candidate mentioned,Negative,1,None of the above,104,RT @OhNoSheTwitnt: So are you people who are playing the drinking game dead yet? #GOPDebate
Donald Trump,Negative,1,None of the above,24,"RT @DudeYouCrazy: Trump just missed a golden opp to say, ""Know who else filed bankruptcy? 50 cent. And Fifty is a P.I.M.P. Sorry, Huckabee.…"
Marco Rubio,Positive,1,None of the above,0,I was surprisingly impressed with @marcorubio last night. Definitely is moving up my list of candidates! #GOPdebate
No candidate mentioned,Negative,1,FOX News or Moderators,1,"#FOXNEWS used crazy&gt; @DWStweets to stir the #drama pot, and that's unprofessional! @FoxNews #GOPDebate 

@JulietteIsabell @LadySandersfarm"
Donald Trump,Negative,1,None of the above,3,"RT @katyfromkansas: Get Your Free Tacos Tonight, Courtesy of Donald Trump http://t.co/imXpyfqRPQ via #startup @Eat24 #GOPDebate http://t.co…"
No candidate mentioned,Negative,0.6852,FOX News or Moderators,0,#GOPDebate Searched online. I just find crap raving about the debate and FoxNews. How many questions did each get? Or time per? #tcot Thks!
Donald Trump,Negative,1,Women's Issues (not abortion though),0,@AC360 @donnabrazile American people are not going to put up with #PCPolice feelings #trumptruth is the pulse of #AmericanVoters #GOPDebate
No candidate mentioned,Negative,0.6562,Healthcare (including Medicare),2,"RT @Seductivpancake: ""repeal Obamacare"" is like playing a mana card in Magic: The Gathering for GOP candidates. It's an essential play. #GO…"
Ben Carson,Negative,1,None of the above,1,RT @Nitaina_: How can you deny the existence of something that shaped the country you're planning to run? #RaceBlindness #BenCarson #GOPDeb…
No candidate mentioned,Negative,1,FOX News or Moderators,2940,RT @BernieSanders: Still waiting. Will Fox ask if it's appropriate for billionaires to buy elections? #DebateWithBernie #GOPDebate
Scott Walker,Negative,0.6932,Racial issues,0,"#GOPDebate: Meet Scott Walker’s Paranoid, Insurrectionist Adviser On Police Violence Against African... http://t.co/0QHLjkfnGg"
